,RunId,iteration,Step,n,m,d,c,agent_count,percentage_signers,percentage_fluent_signers,percentage_non_fluent_signers,percentage_deaf,percentage_carry
0,0,0,0,728,0.05,0.0075,0.172,1456,0.027472527472527472,0.021291208791208792,0.006181318681318681,0.010302197802197802,0.19642857142857142
1,0,0,1,728,0.05,0.0075,0.172,2184,0.07738095238095238,0.035256410256410256,0.04212454212454213,0.009615384615384616,0.19826007326007325
2,0,0,2,728,0.05,0.0075,0.172,2912,0.22802197802197802,0.05837912087912088,0.16964285714285715,0.01098901098901099,0.19471153846153846
3,0,0,3,728,0.05,0.0075,0.172,2912,0.25892857142857145,0.06868131868131869,0.19024725274725274,0.009271978021978022,0.20020604395604397
4,0,0,4,728,0.05,0.0075,0.172,2912,0.2551510989010989,0.07348901098901099,0.1816620879120879,0.009615384615384616,0.19093406593406592
5,0,0,5,728,0.05,0.0075,0.172,2912,0.25961538461538464,0.07245879120879122,0.1871565934065934,0.009958791208791208,0.18063186813186813
6,0,0,6,728,0.05,0.0075,0.172,2912,0.21875,0.052884615384615384,0.1658653846153846,0.009958791208791208,0.16826923076923078
7,0,0,7,728,0.05,0.0075,0.172,2912,0.2342032967032967,0.04807692307692308,0.18612637362637363,0.009271978021978022,0.1565934065934066
8,0,0,8,728,0.05,0.0075,0.172,2912,0.20467032967032966,0.0415521978021978,0.16311813186813187,0.008585164835164836,0.15521978021978022
9,0,0,9,728,0.05,0.0075,0.172,2912,0.23866758241758243,0.036744505494505496,0.20192307692307693,0.007211538461538462,0.15693681318681318
10,0,0,10,728,0.05,0.0075,0.172,2912,0.18956043956043955,0.025755494505494504,0.16380494505494506,0.0037774725274725275,0.16311813186813187
11,0,0,11,728,0.05,0.0075,0.172,2912,0.16037087912087913,0.019230769230769232,0.1411401098901099,0.004807692307692308,0.15453296703296704
12,0,0,12,728,0.05,0.0075,0.172,2912,0.12362637362637363,0.015796703296703296,0.10782967032967034,0.005151098901098901,0.15212912087912087
