,RunId,iteration,Step,n,m,d,c,agent_count,percentage_signers,percentage_fluent_signers,percentage_non_fluent_signers,percentage_deaf,percentage_carry
51,1,0,0,728,0.05,0.022,0.172,1456,0.057692307692307696,0.04395604395604396,0.013736263736263736,0.015796703296703296,0.1875
52,1,0,1,728,0.05,0.022,0.172,2184,0.14194139194139194,0.07509157509157509,0.06684981684981685,0.016025641025641024,0.18543956043956045
53,1,0,2,728,0.05,0.022,0.172,2912,0.3427197802197802,0.12087912087912088,0.22184065934065933,0.016483516483516484,0.18509615384615385
54,1,0,3,728,0.05,0.022,0.172,2912,0.28949175824175827,0.12706043956043955,0.1624313186813187,0.012362637362637362,0.18956043956043955
55,1,0,4,728,0.05,0.022,0.172,2912,0.3128434065934066,0.13804945054945056,0.17479395604395603,0.013392857142857142,0.18646978021978022
56,1,0,5,728,0.05,0.022,0.172,2912,0.32245879120879123,0.12740384615384615,0.19505494505494506,0.011675824175824176,0.19471153846153846
57,1,0,6,728,0.05,0.022,0.172,2912,0.28434065934065933,0.09306318681318682,0.19127747252747251,0.009271978021978022,0.19951923076923078
58,1,0,7,728,0.05,0.022,0.172,2912,0.2853708791208791,0.10302197802197802,0.1823489010989011,0.010302197802197802,0.2029532967032967
59,1,0,8,728,0.05,0.022,0.172,2912,0.27541208791208793,0.09924450549450549,0.17616758241758243,0.011332417582417582,0.20776098901098902
60,1,0,9,728,0.05,0.022,0.172,2912,0.3018543956043956,0.0989010989010989,0.2029532967032967,0.012362637362637362,0.21016483516483517
61,1,0,10,728,0.05,0.022,0.172,2912,0.3403159340659341,0.10267857142857142,0.23763736263736263,0.01304945054945055,0.21875
62,1,0,11,728,0.05,0.022,0.172,2912,0.36607142857142855,0.11263736263736264,0.2534340659340659,0.01304945054945055,0.22939560439560439
63,1,0,12,728,0.05,0.022,0.172,2912,0.3540521978021978,0.11881868131868131,0.23523351648351648,0.016140109890109892,0.22527472527472528
64,1,0,13,728,0.05,0.022,0.172,2912,0.3358516483516483,0.1198489010989011,0.21600274725274726,0.016483516483516484,0.22355769230769232
65,1,0,14,728,0.05,0.022,0.172,2912,0.3550824175824176,0.11126373626373626,0.2438186813186813,0.018543956043956044,0.21497252747252749
66,1,0,15,728,0.05,0.022,0.172,2912,0.33413461538461536,0.10096153846153846,0.23317307692307693,0.018543956043956044,0.19814560439560439
67,1,0,16,728,0.05,0.022,0.172,2912,0.31043956043956045,0.09787087912087912,0.2125686813186813,0.01510989010989011,0.1936813186813187
68,1,0,17,728,0.05,0.022,0.172,2912,0.31009615384615385,0.09787087912087912,0.21222527472527472,0.01304945054945055,0.18440934065934067
69,1,0,18,728,0.05,0.022,0.172,2912,0.31387362637362637,0.0985576923076923,0.21531593406593408,0.012362637362637362,0.17685439560439561
70,1,0,19,728,0.05,0.022,0.172,2912,0.3159340659340659,0.10302197802197802,0.2129120879120879,0.009615384615384616,0.1820054945054945
71,1,0,20,728,0.05,0.022,0.172,2912,0.2929258241758242,0.09340659340659341,0.19951923076923078,0.010302197802197802,0.18337912087912087
72,1,0,21,728,0.05,0.022,0.172,2912,0.29532967032967034,0.08173076923076923,0.2135989010989011,0.010302197802197802,0.1875
73,1,0,22,728,0.05,0.022,0.172,2912,0.2692307692307692,0.07383241758241758,0.19539835164835165,0.010302197802197802,0.18269230769230768
74,1,0,23,728,0.05,0.022,0.172,2912,0.2620192307692308,0.05837912087912088,0.2036401098901099,0.01201923076923077,0.17273351648351648
75,1,0,24,728,0.05,0.022,0.172,2912,0.2503434065934066,0.052884615384615384,0.1974587912087912,0.011332417582417582,0.16414835164835165
76,1,0,25,728,0.05,0.022,0.172,2912,0.28365384615384615,0.0521978021978022,0.23145604395604397,0.011332417582417582,0.1559065934065934
77,1,0,26,728,0.05,0.022,0.172,2912,0.27266483516483514,0.0415521978021978,0.23111263736263737,0.009958791208791208,0.15693681318681318
78,1,0,27,728,0.05,0.022,0.172,2912,0.24553571428571427,0.034340659340659344,0.21119505494505494,0.008585164835164836,0.16449175824175824
79,1,0,28,728,0.05,0.022,0.172,2912,0.27987637362637363,0.033997252747252744,0.24587912087912087,0.008585164835164836,0.16895604395604397
80,1,0,29,728,0.05,0.022,0.172,2912,0.3021978021978022,0.02712912087912088,0.27506868131868134,0.01098901098901099,0.16689560439560439
81,1,0,30,728,0.05,0.022,0.172,2912,0.2613324175824176,0.022321428571428572,0.23901098901098902,0.009958791208791208,0.16792582417582416
82,1,0,31,728,0.05,0.022,0.172,2912,0.25892857142857145,0.022321428571428572,0.23660714285714285,0.01098901098901099,0.16689560439560439
83,1,0,32,728,0.05,0.022,0.172,2912,0.2668269230769231,0.018200549450549452,0.24862637362637363,0.011675824175824176,0.16723901098901098
84,1,0,33,728,0.05,0.022,0.172,2912,0.26373626373626374,0.015796703296703296,0.24793956043956045,0.010302197802197802,0.17582417582417584
85,1,0,34,728,0.05,0.022,0.172,2912,0.27918956043956045,0.020947802197802196,0.25824175824175827,0.010645604395604396,0.1871565934065934
86,1,0,35,728,0.05,0.022,0.172,2912,0.3121565934065934,0.030906593406593408,0.28125,0.011675824175824176,0.1929945054945055
87,1,0,36,728,0.05,0.022,0.172,2912,0.29120879120879123,0.031936813186813184,0.25927197802197804,0.011675824175824176,0.19677197802197802
88,1,0,37,728,0.05,0.022,0.172,2912,0.27850274725274726,0.03571428571428571,0.24278846153846154,0.01098901098901099,0.2036401098901099
89,1,0,38,728,0.05,0.022,0.172,2912,0.30494505494505497,0.03914835164835165,0.2657967032967033,0.011675824175824176,0.21016483516483517
90,1,0,39,728,0.05,0.022,0.172,2912,0.36229395604395603,0.04361263736263736,0.31868131868131866,0.01098901098901099,0.22012362637362637
91,1,0,40,728,0.05,0.022,0.172,2912,0.3289835164835165,0.04945054945054945,0.27953296703296704,0.012362637362637362,0.2287087912087912
92,1,0,41,728,0.05,0.022,0.172,2912,0.34065934065934067,0.05391483516483517,0.2867445054945055,0.01510989010989011,0.22664835164835165
93,1,0,42,728,0.05,0.022,0.172,2912,0.3169642857142857,0.05048076923076923,0.2664835164835165,0.018887362637362636,0.22149725274725274
94,1,0,43,728,0.05,0.022,0.172,2912,0.3046016483516483,0.04017857142857143,0.2644230769230769,0.020604395604395604,0.21462912087912087
95,1,0,44,728,0.05,0.022,0.172,2912,0.32520604395604397,0.03743131868131868,0.28777472527472525,0.019917582417582416,0.21600274725274726
96,1,0,45,728,0.05,0.022,0.172,2912,0.37362637362637363,0.04739010989010989,0.32623626373626374,0.019917582417582416,0.21943681318681318
97,1,0,46,728,0.05,0.022,0.172,2912,0.3784340659340659,0.059065934065934064,0.31936813186813184,0.018887362637362636,0.22287087912087913
98,1,0,47,728,0.05,0.022,0.172,2912,0.3605769230769231,0.07142857142857142,0.2891483516483517,0.020947802197802196,0.22321428571428573
99,1,0,48,728,0.05,0.022,0.172,2912,0.38804945054945056,0.0885989010989011,0.29945054945054944,0.021291208791208792,0.23317307692307693
100,1,0,49,728,0.05,0.022,0.172,2912,0.4186126373626374,0.09512362637362637,0.323489010989011,0.02300824175824176,0.24553571428571427
101,1,0,50,728,0.05,0.022,0.172,2912,0.47802197802197804,0.11641483516483517,0.36160714285714285,0.024381868131868132,0.2620192307692308
357,7,1,0,728,0.05,0.022,0.172,1456,0.05357142857142857,0.04189560439560439,0.011675824175824176,0.019230769230769232,0.19024725274725274
358,7,1,1,728,0.05,0.022,0.172,2184,0.13782051282051283,0.07142857142857142,0.06639194139194139,0.016025641025641024,0.18956043956043955
359,7,1,2,728,0.05,0.022,0.172,2912,0.32211538461538464,0.11229395604395605,0.20982142857142858,0.014423076923076924,0.18063186813186813
360,7,1,3,728,0.05,0.022,0.172,2912,0.30631868131868134,0.13633241758241757,0.16998626373626374,0.010302197802197802,0.17548076923076922
361,7,1,4,728,0.05,0.022,0.172,2912,0.28743131868131866,0.14766483516483517,0.13976648351648352,0.008928571428571428,0.16483516483516483
362,7,1,5,728,0.05,0.022,0.172,2912,0.2603021978021978,0.13839285714285715,0.12190934065934066,0.009271978021978022,0.16002747252747251
363,7,1,6,728,0.05,0.022,0.172,2912,0.29052197802197804,0.11160714285714286,0.17891483516483517,0.009615384615384616,0.16449175824175824
364,7,1,7,728,0.05,0.022,0.172,2912,0.32142857142857145,0.1043956043956044,0.21703296703296704,0.010302197802197802,0.16929945054945056
365,7,1,8,728,0.05,0.022,0.172,2912,0.29910714285714285,0.10027472527472528,0.19883241758241757,0.01098901098901099,0.17891483516483517
366,7,1,9,728,0.05,0.022,0.172,2912,0.30254120879120877,0.09718406593406594,0.20535714285714285,0.009271978021978022,0.18956043956043955
367,7,1,10,728,0.05,0.022,0.172,2912,0.30940934065934067,0.08585164835164835,0.22355769230769232,0.010302197802197802,0.19127747252747251
368,7,1,11,728,0.05,0.022,0.172,2912,0.27918956043956045,0.08070054945054946,0.19848901098901098,0.01098901098901099,0.19539835164835165
369,7,1,12,728,0.05,0.022,0.172,2912,0.25274725274725274,0.06799450549450549,0.18475274725274726,0.011675824175824176,0.1971153846153846
370,7,1,13,728,0.05,0.022,0.172,2912,0.30357142857142855,0.06833791208791208,0.23523351648351648,0.01510989010989011,0.19471153846153846
371,7,1,14,728,0.05,0.022,0.172,2912,0.31387362637362637,0.061469780219780217,0.25240384615384615,0.01304945054945055,0.20432692307692307
372,7,1,15,728,0.05,0.022,0.172,2912,0.3444368131868132,0.05666208791208791,0.28777472527472525,0.01304945054945055,0.2135989010989011
373,7,1,16,728,0.05,0.022,0.172,2912,0.34649725274725274,0.057692307692307696,0.28880494505494503,0.011332417582417582,0.21943681318681318
374,7,1,17,728,0.05,0.022,0.172,2912,0.34168956043956045,0.04739010989010989,0.29429945054945056,0.011675824175824176,0.23042582417582416
375,7,1,18,728,0.05,0.022,0.172,2912,0.3626373626373626,0.05048076923076923,0.3121565934065934,0.018887362637362636,0.24072802197802198
376,7,1,19,728,0.05,0.022,0.172,2912,0.38358516483516486,0.055288461538461536,0.3282967032967033,0.024381868131868132,0.24553571428571427
377,7,1,20,728,0.05,0.022,0.172,2912,0.4371565934065934,0.06387362637362637,0.37328296703296704,0.027472527472527472,0.24931318681318682
378,7,1,21,728,0.05,0.022,0.172,2912,0.4945054945054945,0.07520604395604395,0.41929945054945056,0.027815934065934064,0.25137362637362637
379,7,1,22,728,0.05,0.022,0.172,2912,0.5233516483516484,0.07589285714285714,0.44745879120879123,0.026785714285714284,0.24828296703296704
380,7,1,23,728,0.05,0.022,0.172,2912,0.47767857142857145,0.07245879120879122,0.4052197802197802,0.026785714285714284,0.24244505494505494
381,7,1,24,728,0.05,0.022,0.172,2912,0.4811126373626374,0.07245879120879122,0.40865384615384615,0.026785714285714284,0.2510302197802198
382,7,1,25,728,0.05,0.022,0.172,2912,0.49141483516483514,0.07967032967032966,0.4117445054945055,0.026785714285714284,0.24656593406593408
383,7,1,26,728,0.05,0.022,0.172,2912,0.49244505494505497,0.10130494505494506,0.3911401098901099,0.022664835164835164,0.2445054945054945
384,7,1,27,728,0.05,0.022,0.172,2912,0.4807692307692308,0.12156593406593406,0.3592032967032967,0.018543956043956044,0.24347527472527472
385,7,1,28,728,0.05,0.022,0.172,2912,0.42410714285714285,0.1304945054945055,0.2936126373626374,0.015796703296703296,0.2348901098901099
386,7,1,29,728,0.05,0.022,0.172,2912,0.38083791208791207,0.13427197802197802,0.24656593406593408,0.016483516483516484,0.23695054945054944
387,7,1,30,728,0.05,0.022,0.172,2912,0.35370879120879123,0.11263736263736264,0.24107142857142858,0.020604395604395604,0.23798076923076922
388,7,1,31,728,0.05,0.022,0.172,2912,0.3798076923076923,0.0985576923076923,0.28125,0.020260989010989012,0.2441620879120879
389,7,1,32,728,0.05,0.022,0.172,2912,0.4385302197802198,0.09684065934065934,0.34168956043956045,0.021291208791208792,0.24553571428571427
390,7,1,33,728,0.05,0.022,0.172,2912,0.5195741758241759,0.11881868131868131,0.4007554945054945,0.018543956043956044,0.24622252747252749
391,7,1,34,728,0.05,0.022,0.172,2912,0.4570741758241758,0.12431318681318682,0.332760989010989,0.018200549450549452,0.2348901098901099
392,7,1,35,728,0.05,0.022,0.172,2912,0.42342032967032966,0.13804945054945056,0.2853708791208791,0.019230769230769232,0.21737637362637363
393,7,1,36,728,0.05,0.022,0.172,2912,0.37809065934065933,0.1462912087912088,0.23179945054945056,0.018543956043956044,0.20570054945054944
394,7,1,37,728,0.05,0.022,0.172,2912,0.364010989010989,0.13564560439560439,0.2283653846153846,0.019230769230769232,0.19436813186813187
395,7,1,38,728,0.05,0.022,0.172,2912,0.364010989010989,0.15693681318681318,0.20707417582417584,0.01407967032967033,0.1926510989010989
396,7,1,39,728,0.05,0.022,0.172,2912,0.292239010989011,0.14285714285714285,0.14938186813186813,0.011332417582417582,0.19608516483516483
397,7,1,40,728,0.05,0.022,0.172,2912,0.2778159340659341,0.13324175824175824,0.14457417582417584,0.010645604395604396,0.19230769230769232
398,7,1,41,728,0.05,0.022,0.172,2912,0.23626373626373626,0.10473901098901099,0.13152472527472528,0.008241758241758242,0.19059065934065933
399,7,1,42,728,0.05,0.022,0.172,2912,0.24725274725274726,0.07005494505494506,0.1771978021978022,0.008928571428571428,0.17960164835164835
400,7,1,43,728,0.05,0.022,0.172,2912,0.23798076923076922,0.05597527472527473,0.1820054945054945,0.008928571428571428,0.17101648351648352
401,7,1,44,728,0.05,0.022,0.172,2912,0.23248626373626374,0.03811813186813187,0.19436813186813187,0.009615384615384616,0.16277472527472528
402,7,1,45,728,0.05,0.022,0.172,2912,0.29532967032967034,0.036057692307692304,0.25927197802197804,0.009615384615384616,0.16002747252747251
403,7,1,46,728,0.05,0.022,0.172,2912,0.31009615384615385,0.048763736263736264,0.2613324175824176,0.008585164835164836,0.16929945054945056
404,7,1,47,728,0.05,0.022,0.172,2912,0.28434065934065933,0.05425824175824176,0.23008241758241757,0.007554945054945055,0.17857142857142858
405,7,1,48,728,0.05,0.022,0.172,2912,0.2506868131868132,0.05048076923076923,0.20020604395604397,0.007898351648351648,0.18646978021978022
406,7,1,49,728,0.05,0.022,0.172,2912,0.2396978021978022,0.042582417582417584,0.1971153846153846,0.008241758241758242,0.19024725274725274
407,7,1,50,728,0.05,0.022,0.172,2912,0.24244505494505494,0.031936813186813184,0.21050824175824176,0.007554945054945055,0.1878434065934066
663,13,2,0,728,0.05,0.022,0.172,1456,0.044642857142857144,0.03159340659340659,0.01304945054945055,0.020604395604395604,0.18681318681318682
664,13,2,1,728,0.05,0.022,0.172,2184,0.08653846153846154,0.048534798534798536,0.038003663003663,0.018315018315018316,0.20192307692307693
665,13,2,2,728,0.05,0.022,0.172,2912,0.28708791208791207,0.0782967032967033,0.2087912087912088,0.021291208791208792,0.20810439560439561
666,13,2,3,728,0.05,0.022,0.172,2912,0.3403159340659341,0.10233516483516483,0.23798076923076922,0.020260989010989012,0.22046703296703296
667,13,2,4,728,0.05,0.022,0.172,2912,0.3870192307692308,0.12465659340659341,0.2623626373626374,0.021291208791208792,0.23214285714285715
668,13,2,5,728,0.05,0.022,0.172,2912,0.4539835164835165,0.1466346153846154,0.3073489010989011,0.021291208791208792,0.23763736263736263
669,13,2,6,728,0.05,0.022,0.172,2912,0.4330357142857143,0.14491758241758243,0.28811813186813184,0.021634615384615384,0.2403846153846154
670,13,2,7,728,0.05,0.022,0.172,2912,0.44333791208791207,0.15899725274725274,0.28434065934065933,0.02197802197802198,0.23660714285714285
671,13,2,8,728,0.05,0.022,0.172,2912,0.41895604395604397,0.16346153846153846,0.2554945054945055,0.021291208791208792,0.23145604395604397
672,13,2,9,728,0.05,0.022,0.172,2912,0.3918269230769231,0.1507554945054945,0.24107142857142858,0.02197802197802198,0.22218406593406592
673,13,2,10,728,0.05,0.022,0.172,2912,0.3712225274725275,0.14869505494505494,0.22252747252747251,0.016483516483516484,0.21703296703296704
674,13,2,11,728,0.05,0.022,0.172,2912,0.3787774725274725,0.14869505494505494,0.23008241758241757,0.014766483516483516,0.21394230769230768
675,13,2,12,728,0.05,0.022,0.172,2912,0.3482142857142857,0.1401098901098901,0.20810439560439561,0.014423076923076924,0.21119505494505494
676,13,2,13,728,0.05,0.022,0.172,2912,0.30631868131868134,0.12809065934065933,0.17822802197802198,0.012362637362637362,0.21050824175824176
677,13,2,14,728,0.05,0.022,0.172,2912,0.2860576923076923,0.10851648351648352,0.1775412087912088,0.01201923076923077,0.21119505494505494
678,13,2,15,728,0.05,0.022,0.172,2912,0.30528846153846156,0.08482142857142858,0.22046703296703296,0.010645604395604396,0.20776098901098902
679,13,2,16,728,0.05,0.022,0.172,2912,0.2915521978021978,0.07726648351648352,0.21428571428571427,0.009615384615384616,0.20467032967032966
680,13,2,17,728,0.05,0.022,0.172,2912,0.27815934065934067,0.07280219780219781,0.20535714285714285,0.008928571428571428,0.20432692307692307
681,13,2,18,728,0.05,0.022,0.172,2912,0.28846153846153844,0.06421703296703296,0.2242445054945055,0.009958791208791208,0.20570054945054944
682,13,2,19,728,0.05,0.022,0.172,2912,0.2534340659340659,0.04739010989010989,0.20604395604395603,0.013736263736263736,0.2091346153846154
683,13,2,20,728,0.05,0.022,0.172,2912,0.27850274725274726,0.030563186813186812,0.24793956043956045,0.01510989010989011,0.2091346153846154
684,13,2,21,728,0.05,0.022,0.172,2912,0.3159340659340659,0.02197802197802198,0.29395604395604397,0.01510989010989011,0.20947802197802198
685,13,2,22,728,0.05,0.022,0.172,2912,0.3671016483516483,0.012362637362637362,0.354739010989011,0.016140109890109892,0.20947802197802198
686,13,2,23,728,0.05,0.022,0.172,2912,0.35199175824175827,0.008241758241758242,0.34375,0.012362637362637362,0.21600274725274726
687,13,2,24,728,0.05,0.022,0.172,2912,0.31902472527472525,0.005151098901098901,0.31387362637362637,0.013392857142857142,0.22115384615384615
688,13,2,25,728,0.05,0.022,0.172,2912,0.31043956043956045,0.00034340659340659343,0.31009615384615385,0.013736263736263736,0.22664835164835165
689,13,2,26,728,0.05,0.022,0.172,2912,0.3131868131868132,0.0,0.3131868131868132,0.016826923076923076,0.22767857142857142
690,13,2,27,728,0.05,0.022,0.172,2912,0.3581730769230769,0.0,0.3581730769230769,0.018543956043956044,0.2290521978021978
691,13,2,28,728,0.05,0.022,0.172,2912,0.35267857142857145,0.0,0.35267857142857145,0.017170329670329672,0.2287087912087912
692,13,2,29,728,0.05,0.022,0.172,2912,0.4385302197802198,0.0,0.4385302197802198,0.018887362637362636,0.23008241758241757
693,13,2,30,728,0.05,0.022,0.172,2912,0.43578296703296704,0.0,0.43578296703296704,0.015453296703296704,0.22630494505494506
694,13,2,31,728,0.05,0.022,0.172,2912,0.4007554945054945,0.0,0.4007554945054945,0.015796703296703296,0.2290521978021978
695,13,2,32,728,0.05,0.022,0.172,2912,0.3942307692307692,0.0,0.3942307692307692,0.014423076923076924,0.23763736263736263
696,13,2,33,728,0.05,0.022,0.172,2912,0.40006868131868134,0.0,0.40006868131868134,0.01510989010989011,0.24107142857142858
697,13,2,34,728,0.05,0.022,0.172,2912,0.3959478021978022,0.0,0.3959478021978022,0.015453296703296704,0.24931318681318682
698,13,2,35,728,0.05,0.022,0.172,2912,0.36160714285714285,0.0,0.36160714285714285,0.014423076923076924,0.24587912087912087
699,13,2,36,728,0.05,0.022,0.172,2912,0.3485576923076923,0.0,0.3485576923076923,0.017170329670329672,0.23523351648351648
700,13,2,37,728,0.05,0.022,0.172,2912,0.3114697802197802,0.0,0.3114697802197802,0.01510989010989011,0.2287087912087912
701,13,2,38,728,0.05,0.022,0.172,2912,0.3159340659340659,0.0,0.3159340659340659,0.016826923076923076,0.2184065934065934
702,13,2,39,728,0.05,0.022,0.172,2912,0.35233516483516486,0.0,0.35233516483516486,0.015796703296703296,0.2190934065934066
703,13,2,40,728,0.05,0.022,0.172,2912,0.34203296703296704,0.0,0.34203296703296704,0.012362637362637362,0.22355769230769232
704,13,2,41,728,0.05,0.022,0.172,2912,0.40418956043956045,0.0,0.40418956043956045,0.013392857142857142,0.22149725274725274
705,13,2,42,728,0.05,0.022,0.172,2912,0.33516483516483514,0.0,0.33516483516483514,0.009958791208791208,0.2242445054945055
706,13,2,43,728,0.05,0.022,0.172,2912,0.3018543956043956,0.0,0.3018543956043956,0.010302197802197802,0.21531593406593408
707,13,2,44,728,0.05,0.022,0.172,2912,0.25858516483516486,0.0,0.25858516483516486,0.01098901098901099,0.20707417582417584
708,13,2,45,728,0.05,0.022,0.172,2912,0.23695054945054944,0.0,0.23695054945054944,0.011675824175824176,0.1971153846153846
709,13,2,46,728,0.05,0.022,0.172,2912,0.26304945054945056,0.0,0.26304945054945056,0.01201923076923077,0.1936813186813187
710,13,2,47,728,0.05,0.022,0.172,2912,0.27163461538461536,0.0,0.27163461538461536,0.01201923076923077,0.1936813186813187
